順位,母父馬,着別度数,勝率,連対率,複勝率,単勝回収値,複勝回収値,単勝適正回収値,平均着順,平均人気,平均単勝オッズ,単勝平均,複勝平均,マーク数,マーク率,２着率,３着率,平均タイム,平均1Fタイム,平均速度
105,ノノアルコ, 0- 1- 1- 0/ 2,0.0%,50.0%,100.0%,0,135,0.0,2.5着,3.0人気,7.9,,135,0,0.0%,50.0%,50.0%,71.90,11.98,60.08
106,スキャン, 0- 1- 1- 0/ 2,0.0%,50.0%,100.0%,0,185,0.0,2.5着,4.0人気,7.2,,185,0,0.0%,50.0%,50.0%,71.60,11.93,60.34
107,サンシャインフォーエヴァー, 0- 1- 1- 0/ 2,0.0%,50.0%,100.0%,0,120,0.0,2.5着,1.5人気,2.9,,120,0,0.0%,50.0%,50.0%,73.25,12.21,58.98
108,Kingmambo, 0- 1- 1- 0/ 2,0.0%,50.0%,100.0%,0,145,0.0,2.5着,3.0人気,7.1,,290,0,0.0%,50.0%,50.0%,72.80,12.13,59.34
109,Secretariat, 0- 1- 0- 5/ 6,0.0%,16.7%,16.7%,0,58,0.0,7.2着,8.0人気,73.1,,350,0,0.0%,16.7%,0.0%,72.18,12.03,59.85
110,スリルシヨー, 0- 1- 0- 3/ 4,0.0%,25.0%,25.0%,0,42,0.0,5.5着,3.3人気,12.0,,170,0,0.0%,25.0%,0.0%,73.08,12.18,59.12
111,スプレンデイドモーメント, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,70,0.0,3.0着,4.5人気,17.1,,140,0,0.0%,50.0%,0.0%,72.30,12.05,59.75
112,"Shareef Dancer", 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,1410,0.0,3.0着,10.5人気,80.4,,2820,0,0.0%,50.0%,0.0%,71.20,11.87,60.67
113,アローエクスプレス, 0- 1- 0- 9/10,0.0%,10.0%,10.0%,0,10,0.0,9.7着,9.8人気,61.1,,100,0,0.0%,10.0%,0.0%,72.57,12.10,59.53
114,テンビー, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,90,0.0,3.5着,6.5人気,15.8,,180,0,0.0%,50.0%,0.0%,71.85,11.98,60.13
115,"Saint Cyrien", 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,85,0.0,3.5着,3.0人気,7.9,,170,0,0.0%,50.0%,0.0%,72.95,12.16,59.22
116,Alleged, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,795,0.0,3.5着,13.5人気,101.5,,1590,0,0.0%,50.0%,0.0%,72.30,12.05,59.75
117,ラシアンルーブル, 0- 1- 0- 5/ 6,0.0%,16.7%,16.7%,0,16,0.0,9.3着,7.8人気,39.7,,100,0,0.0%,16.7%,0.0%,73.33,12.22,58.91
118,フアバージ, 0- 1- 0- 5/ 6,0.0%,16.7%,16.7%,0,18,0.0,8.5着,8.0人気,25.6,,110,0,0.0%,16.7%,0.0%,72.78,12.13,59.35
119,ムクター, 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,210,0.0,5.0着,8.7人気,127.6,,630,0,0.0%,33.3%,0.0%,72.40,12.07,59.67
120,Gulch, 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,86,0.0,6.7着,8.7人気,25.0,,260,0,0.0%,33.3%,0.0%,71.93,11.99,60.06
121,Fasliyev, 0- 1- 0- 2/ 3,0.0%,33.3%,33.3%,0,36,0.0,8.7着,6.3人気,134.7,,110,0,0.0%,33.3%,0.0%,71.80,11.97,60.17
122,リキアイオー, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,350,0.0,4.5着,8.5人気,23.0,,700,0,0.0%,50.0%,0.0%,73.25,12.21,58.98
123,ミルフオード, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,70,0.0,6.0着,6.0人気,59.7,,140,0,0.0%,50.0%,0.0%,72.75,12.13,59.38
124,クリスタルパレス, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,145,0.0,7.0着,10.0人気,118.1,,290,0,0.0%,50.0%,0.0%,72.00,12.00,60.00
125,キヤタオラ, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,80,0.0,6.5着,3.0人気,7.1,,160,0,0.0%,50.0%,0.0%,73.20,12.20,59.02
126,エタン, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,155,0.0,4.0着,3.5人気,9.1,,310,0,0.0%,50.0%,0.0%,71.75,11.96,60.21
127,アイネスフウジン, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,115,0.0,5.5着,6.0人気,15.2,,230,0,0.0%,50.0%,0.0%,71.35,11.89,60.55
128,"Star Way", 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,120,0.0,4.5着,3.0人気,5.7,,240,0,0.0%,50.0%,0.0%,73.15,12.19,59.06
129,"Known Fact", 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,65,0.0,5.0着,1.0人気,2.4,,130,0,0.0%,50.0%,0.0%,71.60,11.93,60.34
130,Forli, 0- 1- 0- 1/ 2,0.0%,50.0%,50.0%,0,320,0.0,5.5着,4.0人気,12.7,,640,0,0.0%,50.0%,0.0%,72.55,12.09,59.55
131,ロングリート, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,140,0.0,2.0着,1.0人気,2.8,,140,0,0.0%,100.0%,0.0%,70.60,11.77,61.19
132,ラムタラ, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,400,0.0,2.0着,7.0人気,35.2,,400,0,0.0%,100.0%,0.0%,70.50,11.75,61.28
133,マイスワロー, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,450,0.0,2.0着,7.0人気,23.1,,450,0,0.0%,100.0%,0.0%,72.50,12.08,59.59
134,ハードリドン, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,130,0.0,2.0着,3.0人気,8.3,,130,0,0.0%,100.0%,0.0%,73.30,12.22,58.94
135,トワイニング, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,220,0.0,2.0着,4.0人気,6.8,,220,0,0.0%,100.0%,0.0%,70.40,11.73,61.36
136,デュランダル, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,370,0.0,2.0着,7.0人気,20.2,,370,0,0.0%,100.0%,0.0%,71.20,11.87,60.67
137,タマナー, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,120,0.0,2.0着,2.0人気,3.6,,120,0,0.0%,100.0%,0.0%,70.90,11.82,60.93
138,ダイシユンエイ, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,370,0.0,2.0着,8.0人気,26.5,,370,0,0.0%,100.0%,0.0%,72.90,12.15,59.26
139,シングルロマン, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,210,0.0,2.0着,4.0人気,14.1,,210,0,0.0%,100.0%,0.0%,70.70,11.78,61.10
140,シーホーク, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,590,0.0,2.0着,8.0人気,26.4,,590,0,0.0%,100.0%,0.0%,71.50,11.92,60.42
141,グリーンマウント, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,150,0.0,2.0着,3.0人気,5.5,,150,0,0.0%,100.0%,0.0%,71.30,11.88,60.59
142,アルカング, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,360,0.0,2.0着,6.0人気,20.7,,360,0,0.0%,100.0%,0.0%,72.80,12.13,59.34
143,"Southern Halo", 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,220,0.0,2.0着,1.0人気,6.0,,220,0,0.0%,100.0%,0.0%,69.40,11.57,62.25
144,Shirocco, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,110,0.0,2.0着,1.0人気,1.3,,110,0,0.0%,100.0%,0.0%,75.20,12.53,57.45
145,Periwinkel, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,170,0.0,2.0着,3.0人気,4.9,,170,0,0.0%,100.0%,0.0%,73.20,12.20,59.02
146,"Pancho Villa", 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,490,0.0,2.0着,7.0人気,24.8,,490,0,0.0%,100.0%,0.0%,71.20,11.87,60.67
147,"Night Shift", 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,680,0.0,2.0着,10.0人気,38.4,,680,0,0.0%,100.0%,0.0%,70.60,11.77,61.19
148,Mining, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,420,0.0,2.0着,5.0人気,17.0,,420,0,0.0%,100.0%,0.0%,71.40,11.90,60.50
149,Marju, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,220,0.0,2.0着,3.0人気,7.1,,220,0,0.0%,100.0%,0.0%,70.70,11.78,61.10
150,"Java Gold", 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,150,0.0,2.0着,1.0人気,2.5,,150,0,0.0%,100.0%,0.0%,71.00,11.83,60.85
151,"Hard Spun", 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,230,0.0,2.0着,4.0人気,6.4,,230,0,0.0%,100.0%,0.0%,69.80,11.63,61.89
152,"Exclusive Native", 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,100,0.0,2.0着,1.0人気,2.1,,100,0,0.0%,100.0%,0.0%,71.10,11.85,60.76
153,Diktat, 0- 1- 0- 0/ 1,0.0%,100.0%,100.0%,0,480,0.0,2.0着,6.0人気,18.6,,480,0,0.0%,100.0%,0.0%,72.40,12.07,59.67
154,テスコボーイ, 0- 0- 3- 9/12,0.0%,0.0%,25.0%,0,35,0.0,7.8着,7.6人気,66.1,,143,0,0.0%,0.0%,25.0%,72.68,12.11,59.44
155,Nureyev, 0- 0- 2- 5/ 7,0.0%,0.0%,28.6%,0,55,0.0,7.1着,7.7人気,36.9,,195,0,0.0%,0.0%,28.6%,72.69,12.11,59.43
156,ジェイドロバリー, 0- 0- 2- 6/ 8,0.0%,0.0%,25.0%,0,95,0.0,7.8着,9.0人気,66.8,,380,0,0.0%,0.0%,25.0%,72.14,12.02,59.89
157,ロイヤルニジンスキー, 0- 0- 2- 2/ 4,0.0%,0.0%,50.0%,0,115,0.0,5.3着,4.8人気,10.7,,230,0,0.0%,0.0%,50.0%,72.08,12.01,59.94
158,ロードリージ, 0- 0- 2- 0/ 2,0.0%,0.0%,100.0%,0,560,0.0,3.0着,8.5人気,28.4,,560,0,0.0%,0.0%,100.0%,72.80,12.13,59.34
159,"Carr de Naskra", 0- 0- 2- 0/ 2,0.0%,0.0%,100.0%,0,185,0.0,3.0着,4.5人気,7.9,,185,0,0.0%,0.0%,100.0%,71.95,11.99,60.04
160,ジャングルポケット, 0- 0- 1- 4/ 5,0.0%,0.0%,20.0%,0,72,0.0,5.8着,8.2人気,58.3,,360,0,0.0%,0.0%,20.0%,71.48,11.91,60.44
161,ダンサーズイメージ, 0- 0- 1- 7/ 8,0.0%,0.0%,12.5%,0,0,0.0,7.8着,7.9人気,29.9,,,0,0.0%,0.0%,12.5%,72.60,12.10,59.50
162,サクラバクシンオー, 0- 0- 1- 8/ 9,0.0%,0.0%,11.1%,0,0,0.0,8.7着,9.2人気,55.4,,,0,0.0%,0.0%,11.1%,72.10,12.02,59.92
163,ヘクタープロテクター, 0- 0- 1- 4/ 5,0.0%,0.0%,20.0%,0,74,0.0,7.8着,9.4人気,102.8,,370,0,0.0%,0.0%,20.0%,72.12,12.02,59.90
164,ハードツービート, 0- 0- 1- 3/ 4,0.0%,0.0%,25.0%,0,85,0.0,7.0着,7.8人気,65.1,,340,0,0.0%,0.0%,25.0%,74.08,12.35,58.32
165,ノーザンデイクテイター, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,283,0.0,5.3着,6.3人気,40.6,,850,0,0.0%,0.0%,33.3%,72.53,12.09,59.56
166,Naevus, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,65,0.0,3.5着,3.0人気,18.5,,130,0,0.0%,0.0%,50.0%,71.15,11.86,60.72
167,サンシー, 0- 0- 1- 6/ 7,0.0%,0.0%,14.3%,0,25,0.0,6.9着,5.3人気,22.0,,180,0,0.0%,0.0%,14.3%,72.93,12.15,59.24
168,ニホンピロウイナー, 0- 0- 1- 6/ 7,0.0%,0.0%,14.3%,0,0,0.0,7.0着,7.6人気,44.8,,,0,0.0%,0.0%,14.3%,72.77,12.13,59.36
169,Caro, 0- 0- 1- 3/ 4,0.0%,0.0%,25.0%,0,30,0.0,7.0着,5.3人気,21.6,,120,0,0.0%,0.0%,25.0%,72.90,12.15,59.26
170,リンドシェーバー, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,43,0.0,8.7着,4.7人気,20.9,,130,0,0.0%,0.0%,33.3%,72.33,12.06,59.72
171,ホワイトマズル, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,36,0.0,6.3着,6.0人気,29.8,,110,0,0.0%,0.0%,33.3%,71.90,11.98,60.08
172,バンブーアトラス, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,36,0.0,8.0着,5.7人気,41.7,,110,0,0.0%,0.0%,33.3%,72.63,12.11,59.48
173,グラスワンダー, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,83,0.0,10.7着,10.3人気,161.6,,250,0,0.0%,0.0%,33.3%,72.33,12.06,59.72
174,キンググローリアス, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,43,0.0,5.3着,2.3人気,4.6,,130,0,0.0%,0.0%,33.3%,71.27,11.88,60.62
175,イエローゴツド, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,290,0.0,9.3着,9.0人気,58.9,,870,0,0.0%,0.0%,33.3%,72.87,12.14,59.29
176,"Green Desert", 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,100,0.0,8.3着,7.0人気,27.9,,300,0,0.0%,0.0%,33.3%,71.40,11.90,60.50
177,Capote, 0- 0- 1- 2/ 3,0.0%,0.0%,33.3%,0,63,0.0,7.3着,9.0人気,94.8,,190,0,0.0%,0.0%,33.3%,73.03,12.17,59.15
178,リンバアダンサー, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,90,0.0,8.0着,2.0人気,4.3,,180,0,0.0%,0.0%,50.0%,72.80,12.13,59.34
179,ベルマン, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,75,0.0,7.0着,8.0人気,62.9,,150,0,0.0%,0.0%,50.0%,71.45,11.91,60.46
180,ハビトニー, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,65,0.0,7.0着,4.5人気,11.0,,130,0,0.0%,0.0%,50.0%,73.70,12.28,58.62
181,ディープインパクト, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,80,0.0,4.5着,4.0人気,8.6,,160,0,0.0%,0.0%,50.0%,70.90,11.82,60.93
182,タケシバオー, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,140,0.0,9.0着,7.5人気,26.6,,280,0,0.0%,0.0%,50.0%,72.70,12.12,59.42
183,スポーツキー, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,725,0.0,6.0着,13.5人気,83.8,,1450,0,0.0%,0.0%,50.0%,72.55,12.09,59.55
184,シヤンペンチヤーリー, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,350,0.0,5.0着,7.5人気,62.1,,700,0,0.0%,0.0%,50.0%,73.30,12.22,58.94
185,インターメゾ, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,80,0.0,4.5着,4.0人気,8.8,,160,0,0.0%,0.0%,50.0%,71.85,11.98,60.13
186,イングリツシユプリンス, 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,750,0.0,4.5着,12.5人気,126.1,,1500,0,0.0%,0.0%,50.0%,72.35,12.06,59.71
187,"What Luck", 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,225,0.0,4.5着,6.0人気,13.4,,450,0,0.0%,0.0%,50.0%,72.25,12.04,59.79
188,"Primo Dominie", 0- 0- 1- 1/ 2,0.0%,0.0%,50.0%,0,70,0.0,7.0着,5.5人気,17.6,,140,0,0.0%,0.0%,50.0%,73.85,12.31,58.50
189,マイニング, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,130,0.0,3.0着,1.0人気,2.9,,130,0,0.0%,0.0%,100.0%,70.50,11.75,61.28
190,トライバルチーフ, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,130,0.0,3.0着,3.0人気,6.7,,130,0,0.0%,0.0%,100.0%,72.60,12.10,59.50
191,テユデナム, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,150,0.0,3.0着,1.0人気,2.9,,150,0,0.0%,0.0%,100.0%,71.30,11.88,60.59
192,スペシャルウィーク, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,1120,0.0,3.0着,7.0人気,53.6,,1120,0,0.0%,0.0%,100.0%,71.20,11.87,60.67
193,カーネギー, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,120,0.0,3.0着,2.0人気,3.6,,120,0,0.0%,0.0%,100.0%,72.60,12.10,59.50
194,Winrightt, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,170,0.0,3.0着,5.0人気,34.1,,170,0,0.0%,0.0%,100.0%,72.40,12.07,59.67
195,Unfuwain, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,690,0.0,3.0着,9.0人気,23.2,,690,0,0.0%,0.0%,100.0%,71.40,11.90,60.50
196,Splendent, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,180,0.0,3.0着,2.0人気,4.4,,180,0,0.0%,0.0%,100.0%,69.90,11.65,61.80
197,Quadrangle, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,100,0.0,3.0着,1.0人気,1.3,,100,0,0.0%,0.0%,100.0%,73.60,12.27,58.70
198,Kashmir, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,800,0.0,3.0着,9.0人気,42.2,,800,0,0.0%,0.0%,100.0%,71.90,11.98,60.08
199,"Forty Niner", 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,140,0.0,3.0着,3.0人気,5.0,,140,0,0.0%,0.0%,100.0%,72.70,12.12,59.42
200,Fappiano, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,120,0.0,3.0着,1.0人気,3.0,,120,0,0.0%,0.0%,100.0%,71.30,11.88,60.59
201,"Fabulous Dancer", 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,200,0.0,3.0着,3.0人気,7.7,,200,0,0.0%,0.0%,100.0%,71.40,11.90,60.50
202,"Desperate Dee", 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,340,0.0,3.0着,5.0人気,10.7,,340,0,0.0%,0.0%,100.0%,71.90,11.98,60.08
203,Cutlass, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,280,0.0,3.0着,3.0人気,7.6,,280,0,0.0%,0.0%,100.0%,71.70,11.95,60.25
204,"Clever Trick", 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,110,0.0,3.0着,1.0人気,2.4,,110,0,0.0%,0.0%,100.0%,72.30,12.05,59.75
205,"Cape Cross", 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,550,0.0,3.0着,9.0人気,26.2,,550,0,0.0%,0.0%,100.0%,69.90,11.65,61.80
206,Bellotto, 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,200,0.0,3.0着,5.0人気,10.6,,200,0,0.0%,0.0%,100.0%,71.40,11.90,60.50
207,"Be My Guest", 0- 0- 1- 0/ 1,0.0%,0.0%,100.0%,0,0,0.0,3.0着,5.0人気,14.0,,,0,0.0%,0.0%,100.0%,75.20,12.53,57.45
208,ノーザンアンサー, 0- 0- 0- 5/ 5,0.0%,0.0%,0.0%,0,0,0.0,5.6着,7.2人気,35.6,,,0,0.0%,0.0%,0.0%,71.98,12.00,60.02
209,カツラギエース, 0- 0- 0- 5/ 5,0.0%,0.0%,0.0%,0,0,0.0,6.8着,9.8人気,82.1,,,0,0.0%,0.0%,0.0%,71.82,11.97,60.15
210,"Silver Hawk", 0- 0- 0- 2/ 2,0.0%,0.0%,0.0%,0,0,0.0,4.0着,4.5人気,10.3,,,0,0.0%,0.0%,0.0%,72.50,12.08,59.59
211,Lydian, 0- 0- 0- 2/ 2,0.0%,0.0%,0.0%,0,0,0.0,4.0着,2.5人気,4.5,,,0,0.0%,0.0%,0.0%,72.20,12.03,59.83
212,クリスタルグリツターズ, 0- 0- 0- 6/ 6,0.0%,0.0%,0.0%,0,0,0.0,6.8着,6.8人気,26.6,,,0,0.0%,0.0%,0.0%,71.82,11.97,60.15
213,コマンダーインチーフ, 0- 0- 0- 7/ 7,0.0%,0.0%,0.0%,0,0,0.0,11.3着,8.6人気,75.7,,,0,0.0%,0.0%,0.0%,72.41,12.07,59.66
214,ジヤツジアンジエルーチ, 0- 0- 0- 4/ 4,0.0%,0.0%,0.0%,0,0,0.0,8.5着,9.5人気,42.6,,,0,0.0%,0.0%,0.0%,71.50,11.92,60.42
215,サーペンフロ, 0- 0- 0- 4/ 4,0.0%,0.0%,0.0%,0,0,0.0,8.5着,9.0人気,60.3,,,0,0.0%,0.0%,0.0%,71.85,11.98,60.13
